store,dept,avg_weekly_demand,annual_demand,safety_stock,reorder_point,eoq,naive_annual_cost,optimal_annual_cost,estimated_savings_pct
10,72,132528.43,6891478.61,17069.16,149597.59,16602.99,168260.54,41507.47,75.33
10,74,41912.0,2179424.23,5518.5,47430.5,9336.86,54990.01,23342.15,57.55
10,78,0.81,42.14,0.57,1.38,41.06,2601.01,102.64,96.05
10,79,37502.31,1950120.1,4796.27,42298.58,8832.03,49477.89,22080.08,55.37
10,80,355.17,18468.94,46.34,401.51,859.51,3043.96,2148.78,29.41
10,81,10619.91,552235.43,1368.33,11988.24,4699.94,15874.89,11749.84,25.98
10,82,21839.02,1135629.08,2629.24,24468.26,6739.82,29898.78,16849.55,43.64
10,83,269.85,14031.96,41.18,311.02,749.19,2937.31,1872.96,36.24
10,85,2808.7,146052.14,372.07,3180.77,2417.04,6110.87,6042.6,1.12
10,87,24063.29,1251291.18,3027.27,27090.56,7074.72,32679.11,17686.8,45.88
10,90,14291.87,743177.23,1886.35,16178.22,5452.26,20464.84,13630.64,33.39
10,91,12708.78,660856.57,1745.28,14454.06,5141.43,18485.98,12853.57,30.47
10,92,50416.78,2621672.45,7077.4,57494.18,10240.45,65620.97,25601.13,60.99
10,93,1416.56,73661.21,172.25,1588.81,1716.52,4370.7,4291.31,1.82
10,94,99.17,5156.65,28.73,127.9,454.17,2723.96,1135.41,58.32
10,95,73244.01,3808688.29,9162.33,82406.34,12342.91,94155.01,30857.29,67.23
10,96,11079.68,576143.19,1529.36,12609.04,4800.6,16449.6,12001.49,27.04
10,97,5323.05,276798.36,724.39,6047.44,3327.45,9253.81,8318.63,10.11
10,98,127.87,6648.98,26.29,154.16,515.71,2759.83,1289.28,53.28
11,1,17380.19,903769.76,2579.13,19959.32,6012.55,24325.23,15031.38,38.21
11,2,57032.97,2965714.38,7935.73,64968.69,10891.67,73891.21,27229.19,63.15
11,3,14646.95,761641.57,2063.08,16710.03,5519.57,20908.69,13798.93,34.0
11,4,28832.91,1499311.55,4060.67,32893.58,7744.19,38641.14,19360.47,49.9
11,5,35128.58,1826686.25,4537.31,39665.89,8547.95,46510.73,21369.88,54.05
11,6,5632.88,292909.91,823.17,6456.05,3422.92,9641.1,8557.31,11.24
11,7,29720.78,1545480.79,3935.77,33656.56,7862.52,39750.98,19656.3,50.55
11,8,34336.76,1785511.27,4476.65,38813.41,8451.06,45520.94,21127.66,53.59
11,9,19000.34,988017.79,2310.71,21311.05,6286.55,26350.43,15716.38,40.36
11,10,23449.99,1219399.62,2936.13,26386.13,6983.98,31912.49,17459.95,45.29
11,11,18016.58,936861.99,2285.77,20302.35,6121.64,25120.72,15304.1,39.08
11,12,4293.7,223272.58,557.49,4851.2,2988.46,7967.13,7471.15,6.23
11,13,41235.21,2144230.92,5392.01,46627.22,9261.17,54144.01,23152.92,57.24
11,14,23582.57,1226293.9,3148.61,26731.18,7003.7,32078.22,17509.24,45.42
11,16,15371.14,799299.09,2493.49,17864.63,5654.38,21813.92,14135.94,35.2
11,17,13169.23,684800.2,1763.65,14932.89,5233.74,19061.54,13084.34,31.36
11,18,8461.14,439979.03,1667.36,10128.5,4195.14,13176.42,10487.84,20.4
11,19,870.5,45265.84,138.68,1009.17,1345.6,3688.12,3363.99,8.79
11,20,9634.96,501018.02,1208.14,10843.11,4476.69,14643.7,11191.72,23.57
11,21,7466.3,388247.73,1054.29,8520.59,3940.8,11932.88,9852.0,17.44
11,22,15302.14,795711.09,1981.03,17283.17,5641.67,21727.67,14104.18,35.09
11,23,33793.24,1757248.59,4823.69,38616.94,8383.91,44841.55,20959.77,53.26
11,24,8290.68,431115.29,1171.15,9461.83,4152.66,12963.35,10381.66,19.92
11,25,11361.42,590793.81,1417.21,12778.63,4861.25,16801.77,12153.13,27.67
11,26,11265.88,585825.98,1330.11,12595.99,4840.77,16682.36,12101.92,27.46
11,27,2136.38,111091.97,282.81,2419.19,2108.0,5270.48,5270.01,0.01
11,28,908.45,47239.49,119.09,1027.55,1374.62,3735.56,3436.55,8.0
11,29,8954.33,465625.02,1108.56,10062.89,4315.67,13792.91,10789.17,21.78
11,30,6765.27,351793.92,898.02,7663.28,3751.23,11056.58,9378.09,15.18
11,31,2768.62,143968.14,390.94,3159.56,2399.73,6060.77,5999.34,1.01
11,32,10029.69,521543.68,1488.25,11517.93,4567.47,15137.11,11418.67,24.57
11,33,8152.04,423906.02,1275.48,9427.52,4117.8,12790.05,10294.49,19.51
11,34,22367.3,1163099.57,3085.96,25453.26,6820.85,30559.12,17052.12,44.2
11,35,4222.69,219579.82,600.42,4823.11,2963.65,7878.36,7409.11,5.96
11,36,2974.1,154653.01,445.74,3419.83,2487.19,6317.62,6217.98,1.58
11,37,3931.84,204455.78,516.45,4448.29,2859.76,7514.8,7149.4,4.86
11,38,73555.43,3824882.12,10937.26,84492.69,12369.13,94544.28,30922.82,67.29
11,40,53634.86,2789012.56,7214.25,60849.1,10562.22,69643.57,26405.55,62.08
11,41,1209.31,62884.18,164.88,1374.19,1585.99,4111.64,3964.98,3.57
11,42,6152.95,319953.3,700.54,6853.49,3577.45,10291.19,8943.62,13.09
11,44,5390.76,280319.49,665.53,6056.28,3348.55,9338.45,8371.37,10.36
11,45,8.61,447.71,2.33,10.94,133.82,2610.76,334.56,87.19
11,46,27028.61,1405487.56,3476.21,30504.82,7497.97,36385.76,18744.92,48.48
11,47,9.19,477.99,7.73,16.92,138.27,2611.49,345.68,86.76
11,48,3.33,173.33,0.97,4.3,83.27,2604.17,208.17,92.01
11,49,8114.19,421937.75,1040.67,9154.86,4108.22,12742.73,10270.56,19.4
11,50,1.37,71.16,0.55,1.92,53.35,2601.71,133.38,94.87
11,51,3.52,183.16,1.04,4.57,85.59,2604.4,213.98,91.78
11,52,2555.88,132905.91,298.5,2854.38,2305.7,5794.85,5764.24,0.53
11,54,217.61,11315.74,42.31,259.92,672.78,2872.01,1681.94,41.44
11,55,11721.7,609528.65,1453.12,13174.83,4937.73,17252.13,12344.32,28.45
11,56,3212.9,167070.86,547.91,3760.81,2585.12,6616.13,6462.79,2.32
11,58,3180.38,165379.63,406.83,3587.21,2572.0,6575.47,6430.0,2.21
11,59,575.66,29934.44,94.61,670.28,1094.25,3319.58,2735.62,17.59
11,60,109.57,5697.82,18.42,127.99,477.4,2736.97,1193.51,56.39
11,67,9509.25,494480.74,1308.02,10817.26,4447.38,14486.56,11118.46,23.25
11,71,9661.26,502385.31,1316.89,10978.15,4482.79,14676.57,11206.98,23.64
11,72,68479.78,3560948.74,9976.66,78456.45,11934.74,88199.73,29836.84,66.17
11,74,23261.98,1209622.9,3210.57,26472.55,6955.93,31677.47,17389.82,45.1
11,77,41.68,2167.51,23.59,65.28,294.45,2652.1,736.12,72.24
11,78,0.49,25.45,0.21,0.7,31.9,2600.61,79.76,96.93
11,79,31339.69,1629663.68,4570.99,35910.68,8073.82,41774.61,20184.55,51.68
11,80,13446.62,699224.32,1810.55,15257.17,5288.57,19408.28,13221.43,31.88
11,81,12933.74,672554.68,1623.43,14557.17,5186.73,18767.18,12966.83,30.91
11,82,21790.3,1133095.4,2610.82,24401.12,6732.3,29837.87,16830.74,43.59
11,83,3326.85,172996.32,436.25,3763.1,2630.56,6758.57,6576.4,2.7
11,85,1901.84,98895.47,263.71,2165.55,1988.92,4977.29,4972.31,0.1
11,87,14795.44,769362.74,1816.1,16611.54,5547.48,21094.3,13868.69,34.25
11,90,48987.59,2547354.51,6454.19,55441.78,10094.26,63834.48,25235.66,60.47
11,91,42053.26,2186769.31,5298.77,47352.03,9352.58,55166.57,23381.45,57.62
11,92,77374.9,4023494.57,9717.3,87092.2,12686.2,99318.62,31715.51,68.07
11,93,32602.99,1695355.61,4117.35,36720.34,8234.94,43353.74,20587.35,52.51
11,94,37410.05,1945322.58,4785.98,42196.03,8821.16,49362.56,22052.91,55.32
11,95,77491.73,4029570.16,10420.04,87911.78,12695.78,99464.67,31739.45,68.09
11,96,21566.8,1121473.49,2911.89,24478.69,6697.68,29558.5,16744.2,43.35
11,97,16596.03,862993.35,2077.74,18673.76,5875.35,23345.03,14688.37,37.08
11,98,9372.49,487369.4,1254.42,10626.91,4415.29,14315.61,11038.22,22.89
11,99,65.19,3389.76,17.94,83.13,368.23,2681.48,920.57,65.67
12,1,15545.01,808340.3,2137.52,17682.52,5686.27,22031.26,14215.66,35.48
12,2,74472.02,3872545.27,8956.24,83428.27,12445.96,95690.03,31114.89,67.48
12,3,14396.83,748635.07,1876.52,16273.35,5472.24,20596.04,13680.6,33.58
12,4,26661.22,1386383.46,3426.3,30087.52,7446.83,35926.53,18617.09,48.18
12,5,25809.98,1342118.9,3955.47,29765.45,7326.99,34862.47,18317.47,47.46
12,6,6369.04,331190.27,901.94,7270.99,3639.73,10561.3,9099.32,13.84
12,7,29069.26,1511601.36,3836.55,32905.81,7775.86,38936.57,19439.66,50.07
12,8,42220.26,2195453.37,5893.25,48113.5,9371.13,55375.32,23427.83,57.69
12,9,19553.03,1016757.59,2959.32,22512.36,6377.33,27041.29,15943.32,41.04
12,10,17975.21,934710.98,2466.91,20442.12,6114.61,25069.01,15286.52,39.02
12,11,17638.84,917219.86,2320.04,19958.89,6057.13,24648.55,15142.82,38.57
12,12,4878.28,253670.54,641.08,5519.36,3185.41,8697.85,7963.52,8.44
12,13,46947.44,2441266.87,5599.41,52546.85,9881.84,61284.3,24704.59,59.69
12,14,19265.12,1001786.24,2830.02,22095.14,6330.2,26681.4,15825.5,40.69
12,16,7579.58,394138.03,1199.39,8778.97,3970.58,12074.47,9926.45,17.79
12,17,11640.7,605316.54,1580.04,13220.75,4920.64,17150.88,12301.59,28.27
12,18,6332.58,329293.93,1526.71,7859.29,3629.29,10515.72,9073.23,13.72
12,19,2947.07,153247.77,388.71,3335.78,2475.87,6283.84,6189.66,1.5
12,20,6558.72,341053.51,796.5,7355.22,3693.53,10798.4,9233.82,14.49
12,21,4196.74,218230.65,549.69,4746.43,2954.53,7845.93,7386.32,5.86
12,22,9898.54,514723.92,1398.46,11296.99,4537.51,14973.17,11343.76,24.24
12,23,38173.46,1985019.83,5438.82,43612.28,8910.71,50316.82,22276.78,55.73
12,24,10576.18,549961.59,1236.86,11813.04,4690.25,15820.23,11725.63,25.88
12,25,20099.8,1045189.63,2992.5,23092.3,6465.88,27724.75,16164.7,41.7
12,26,13606.7,707548.46,1806.21,15412.91,5319.96,19608.38,13299.89,32.17
12,27,2011.84,104615.73,289.93,2301.77,2045.64,5114.8,5114.09,0.01
12,28,880.16,45768.26,107.61,987.77,1353.04,3700.2,3382.61,8.58
12,29,6802.83,353746.95,867.81,7670.64,3761.63,11103.53,9404.08,15.31
12,30,5950.7,309436.41,754.2,6704.9,3518.16,10038.38,8795.4,12.38
12,31,3130.91,162807.46,469.08,3599.99,2551.92,6513.64,6379.8,2.05
12,32,8844.55,459916.48,1256.22,10100.77,4289.13,13655.68,10722.83,21.48
12,33,10409.26,541281.72,1459.84,11869.11,4653.09,15611.58,11632.73,25.49
12,34,23251.84,1209095.45,2944.85,26196.69,6954.41,31664.79,17386.02,45.09
12,35,2951.26,153465.3,390.1,3341.35,2477.62,6289.07,6194.06,1.51
12,36,2437.41,126745.38,364.21,2801.62,2251.62,5646.76,5629.06,0.31
12,38,51798.78,2693536.71,7211.93,59010.71,10379.86,67348.48,25949.65,61.47
12,40,48408.24,2517228.58,6979.79,55388.04,10034.4,63110.3,25085.99,60.25
12,41,733.89,38162.45,114.41,848.3,1235.52,3517.37,3088.79,12.18
12,42,5995.96,311790.16,897.34,6893.3,3531.52,10094.96,8828.79,12.54
12,44,6663.7,346512.54,825.98,7489.69,3722.97,10929.63,9307.42,14.84
12,45,16.66,866.32,3.6,20.26,186.15,2620.82,465.38,82.24
12,46,32535.44,1691843.01,4713.03,37248.47,8226.4,43269.3,20566.01,52.47
12,47,13.28,690.43,5.24,18.52,166.18,2616.6,415.46,84.12
12,49,11.23,583.75,2.96,14.19,152.81,2614.03,382.02,85.39
12,51,2.13,110.83,1.24,3.37,66.58,2602.66,166.46,93.6
12,52,3792.93,197232.46,488.14,4281.08,2808.79,7341.16,7021.97,4.35
12,54,120.77,6279.81,20.35,141.12,501.19,2750.96,1252.98,54.45
12,55,13379.23,695720.11,1795.4,15174.63,5275.3,19324.04,13188.25,31.75
12,56,967.02,50284.85,193.5,1160.52,1418.24,3808.77,3545.59,6.91
12,58,2455.23,127672.16,374.26,2829.5,2259.84,5669.04,5649.61,0.34
12,59,766.84,39875.51,105.02,871.86,1262.94,3558.55,3157.35,11.27
12,60,417.9,21730.91,61.27,479.17,932.33,3122.38,2330.82,25.35
12,67,5676.85,295195.95,687.48,6364.32,3436.25,9696.06,8590.63,11.4
12,71,7498.85,389940.11,1043.38,8542.23,3949.38,11973.56,9873.45,17.54
12,72,55595.18,2890949.12,7481.54,63076.71,10753.51,72093.97,26883.77,62.71
12,74,17727.68,921839.48,2380.26,20107.95,6072.36,24759.6,15180.9,38.69
12,77,100.33,5217.24,24.93,125.26,456.83,2725.41,1142.06,58.1
12,78,0.81,42.35,0.33,1.14,41.16,2601.02,102.9,96.04
12,79,43220.27,2247454.26,5549.32,48769.59,9481.46,56625.34,23703.66,58.14
12,80,47.65,2477.76,7.37,55.02,314.82,2659.56,787.04,70.41
12,81,7307.73,380001.78,1040.36,8348.09,3898.73,11734.66,9746.82,16.94
12,82,14940.46,776903.81,1824.47,16764.93,5574.6,21275.57,13936.5,34.5
12,83,208.05,10818.46,26.52,234.57,657.83,2860.06,1644.57,42.5
12,85,2284.6,118799.18,334.41,2619.01,2179.9,5455.75,5449.75,0.11
12,87,11451.97,595502.31,1560.19,13012.15,4880.58,16914.96,12201.46,27.87
12,90,11060.18,575129.12,1420.06,12480.23,4796.37,16425.22,11990.92,27.0
12,91,6780.28,352574.6,862.99,7643.27,3755.39,11075.35,9388.48,15.23
12,92,24671.81,1282933.9,3228.07,27899.88,7163.61,33439.76,17909.03,46.44
12,93,562.66,29258.38,69.23,631.89,1081.82,3303.33,2704.55,18.13
12,94,150.76,7839.56,34.43,185.2,559.98,2788.45,1399.96,49.79
12,95,43400.69,2256835.76,5870.46,49271.15,9501.23,56850.86,23753.08,58.22
12,96,1.67,86.7,0.55,2.22,58.89,2602.08,147.23,94.34
12,97,2394.45,124511.48,303.68,2698.14,2231.69,5593.06,5579.24,0.25
12,98,745.51,38766.64,90.66,836.17,1245.26,3531.89,3113.14,11.86
13,1,41890.55,2178308.68,5412.89,47303.45,9334.47,54963.19,23336.18,57.54
13,2,75759.53,3939495.34,10260.22,86019.75,12553.08,97299.41,31382.7,67.75
13,3,22343.88,1161881.8,2857.3,25201.18,6817.28,30529.85,17043.19,44.18
13,4,42549.73,2212585.7,5702.19,48251.91,9407.63,55787.16,23519.07,57.84
13,5,52773.52,2744222.85,7380.86,60154.38,10477.07,68566.9,26192.67,61.8
13,6,7229.04,375910.16,973.09,8202.13,3877.68,11636.3,9694.2,16.69
13,7,53149.6,2763779.04,7043.01,60192.6,10514.33,69037.0,26285.83,61.93
13,8,36046.3,1874407.77,5002.42,41048.72,8658.89,47657.88,21647.22,54.58
13,9,41236.45,2144295.15,5103.12,46339.57,9261.31,54145.56,23153.27,57.24
13,10,29369.42,1527209.87,3814.03,33183.45,7815.91,39311.78,19539.77,50.3
13,11,21197.71,1102281.11,2568.53,23766.25,6640.12,29097.14,16600.31,42.95
13,12,7927.35,412222.22,1051.46,8978.81,4060.65,12509.19,10151.63,18.85
13,13,47681.41,2479433.35,6303.42,53984.83,9958.78,62201.76,24896.95,59.97
13,14,24490.79,1273520.89,3079.27,27570.05,7137.28,33213.48,17843.21,46.28
13,16,22255.48,1157285.07,3884.51,26139.99,6803.78,30419.35,17009.45,44.08
13,17,17383.83,903958.94,2288.23,19672.05,6013.18,24329.78,15032.95,38.21
13,18,13763.25,715688.79,2911.32,16674.57,5350.47,19804.06,13376.18,32.46
13,19,3961.69,206008.11,529.5,4491.19,2870.6,7552.12,7176.49,4.97
13,20,8781.98,456662.92,1222.29,10004.27,4273.93,13577.47,10684.84,21.3
13,21,8868.33,461153.11,1213.61,10081.94,4294.9,13685.41,10737.24,21.54
13,22,15945.6,829171.07,1959.28,17904.88,5759.07,22532.0,14397.67,36.1
13,23,29162.11,1516429.93,3760.26,32922.38,7788.27,39052.64,19470.68,50.14
13,24,10089.56,524657.31,1607.82,11697.39,4581.08,15211.95,11452.7,24.71
13,25,14948.61,777327.52,2283.41,17232.01,5576.12,21285.76,13940.3,34.51
13,26,12699.1,660353.22,1782.83,14481.93,5139.47,18473.88,12848.67,30.45
13,27,2500.51,130026.63,343.17,2843.69,2280.58,5725.64,5701.46,0.42
13,28,1409.47,73292.36,213.96,1623.43,1712.22,4361.84,4280.55,1.86
13,29,5916.66,307666.19,751.48,6668.13,3508.08,9995.82,8770.21,12.26
13,30,4519.51,235014.37,623.38,5142.89,3066.04,8249.38,7665.09,7.08
13,31,3672.62,190976.41,469.3,4141.93,2763.88,7190.78,6909.71,3.91
13,32,9794.36,509306.69,1268.13,11062.49,4513.56,14842.95,11283.91,23.98
13,33,10540.1,548085.28,1535.49,12075.59,4682.24,15775.13,11705.61,25.8
13,34,19171.11,996897.75,2744.23,21915.34,6314.74,26563.89,15786.84,40.57
13,35,3656.3,190127.74,487.22,4143.52,2757.74,7170.38,6894.34,3.85
13,36,2341.0,121731.96,330.7,2671.7,2206.64,5526.25,5516.61,0.17
13,37,3510.94,182568.74,428.96,3939.9,2702.36,6988.67,6755.9,3.33
13,38,83485.9,4341266.58,11505.89,94991.79,13177.66,106957.37,32944.14,69.2
13,40,77752.31,4043119.95,9757.54,87509.84,12717.11,99790.38,31792.77,68.14
13,41,2645.32,137556.78,403.56,3048.88,2345.69,5906.65,5864.23,0.72
13,42,8017.21,416894.92,1026.61,9043.82,4083.6,12621.51,10209.0,19.11
13,44,9866.99,513083.22,1255.96,11122.94,4530.27,14933.73,11325.67,24.16
13,45,14.02,728.8,2.86,16.88,170.74,2617.52,426.85,83.69
13,46,40933.91,2128563.16,5530.71,46464.62,9227.27,53767.38,23068.18,57.1
13,47,17.51,910.37,15.9,33.41,190.83,2621.88,477.07,81.8
13,48,1264.11,65733.55,211.23,1475.34,1621.52,4180.13,4053.81,3.02
13,49,9177.28,477218.74,1192.45,10369.73,4369.07,14071.6,10922.67,22.38
13,50,2175.8,113141.36,315.02,2490.81,2127.36,5319.74,5318.4,0.03
13,51,10.6,550.94,3.34,13.94,148.45,2613.24,371.13,85.8
13,52,4529.54,235536.07,609.33,5138.87,3069.44,8261.92,7673.59,7.12
13,54,109.78,5708.52,20.09,129.87,477.85,2737.22,1194.63,56.36
13,55,17260.26,897533.55,2061.92,19322.18,5991.77,24175.33,14979.43,38.04
13,56,6072.5,315769.78,1092.49,7164.98,3553.98,10190.62,8884.96,12.81
13,58,7459.91,387915.22,992.58,8452.49,3939.11,11924.89,9847.78,17.42
13,59,807.39,41984.17,122.23,929.61,1295.9,3609.23,3239.76,10.24
13,60,907.04,47166.13,147.55,1054.59,1373.55,3733.8,3433.88,8.03
13,67,15370.35,799258.44,2040.46,17410.82,5654.23,21812.94,14135.58,35.2
13,71,9713.8,505117.71,1170.86,10884.66,4494.96,14742.25,11237.41,23.77
13,72,72306.99,3759963.43,9914.67,82221.66,12263.71,92983.74,30659.27,67.03
13,74,29720.43,1545462.21,4236.15,33956.58,7862.47,39750.53,19656.18,50.55
13,78,1.14,59.24,0.51,1.65,48.68,2601.42,121.7,95.32
13,79,53281.57,2770641.7,7216.86,60498.44,10527.38,69201.96,26318.44,61.97
13,80,18828.19,979065.67,2650.99,21479.18,6258.01,26135.23,15645.01,40.14
13,81,33322.05,1732746.36,4314.92,37636.96,8325.25,44252.56,20813.14,52.97
13,82,30525.69,1587335.96,4132.28,34657.97,7968.28,40757.11,19920.69,51.12
13,83,5015.62,260812.5,655.0,5670.62,3229.94,8869.53,8074.85,8.96
13,85,4546.98,236442.84,588.37,5135.35,3075.34,8283.72,7688.35,7.19
13,87,15353.72,798393.34,2034.12,17387.84,5651.17,21792.15,14127.93,35.17
13,90,115458.7,6003852.63,13374.14,128832.84,15496.91,146923.38,38742.27,73.63
13,91,81326.93,4229000.6,10600.95,91927.88,13006.15,104258.67,32515.38,68.81
13,92,161874.29,8417463.34,22447.15,184321.44,18349.35,204942.87,45873.37,77.62
13,93,49975.25,2598713.17,6315.26,56290.51,10195.52,65069.07,25488.79,60.83
13,94,75385.23,3920031.99,10379.2,85764.43,12522.03,96831.54,31305.08,67.67
13,95,136818.64,7114569.26,20022.88,156841.52,16869.58,173623.3,42173.95,75.71
13,96,9159.34,476285.55,1220.1,10379.44,4364.79,14049.17,10911.98,22.33
13,97,27556.76,1432951.48,3657.42,31214.18,7570.87,37045.95,18927.17,48.91
13,98,14776.89,768398.09,2062.41,16839.3,5544.0,21071.11,13860.0,34.22
13,99,132.29,6879.2,36.2,168.49,524.56,2765.37,1311.41,52.58
14,1,27092.08,1408788.21,3907.52,30999.6,7506.77,36465.1,18766.91,48.53
14,2,77497.1,4029849.46,10612.38,88109.48,12696.22,99471.38,31740.55,68.09
14,3,15734.25,818181.14,2329.46,18063.71,5720.77,22267.82,14301.93,35.77
14,4,52930.34,2752377.8,6889.09,59819.43,10492.62,68762.93,26231.55,61.85
14,5,30158.52,1568243.04,4085.56,34244.08,7920.21,40298.15,19800.52,50.86
14,6,6508.33,338433.35,848.91,7357.24,3679.31,10735.42,9198.28,14.32
14,7,46012.63,2392656.8,6608.01,52620.64,9782.96,60115.79,24457.4,59.32
14,8,53413.8,2777517.55,7916.25,61330.05,10540.43,69367.25,26351.08,62.01
14,9,22025.6,1145331.38,2950.87,24976.47,6768.55,30132.0,16921.37,43.84
14,10,20165.67,1048614.69,3002.74,23168.41,6476.46,27807.08,16191.16,41.77
14,11,20005.86,1040304.74,2903.06,22908.92,6450.75,27607.33,16126.88,41.58
14,12,5467.92,284331.8,724.24,6192.16,3372.43,9434.9,8431.07,10.64
14,13,60049.25,3122560.92,7508.76,67558.0,11175.98,77661.56,27939.94,64.02
14,14,23168.02,1204736.98,3375.62,26543.63,6941.86,31560.02,17354.66,45.01
14,16,29640.38,1541299.74,7073.06,36713.44,7851.88,39650.47,19629.7,50.49
14,17,22886.06,1190074.91,2794.01,25680.07,6899.49,31207.57,17248.73,44.73
14,18,10189.56,529857.17,2466.44,12656.0,4603.73,15336.95,11509.31,24.96
14,19,1042.03,54185.44,209.81,1251.84,1472.22,3902.53,3680.54,5.69
14,20,11375.55,591528.45,1401.02,12776.57,4864.27,16819.43,12160.68,27.7
14,21,8511.29,442587.21,1161.19,9672.48,4207.55,13239.12,10518.88,20.55
14,22,18087.81,940565.89,2370.42,20458.23,6133.73,25209.76,15334.32,39.17
14,23,35009.19,1820477.77,5292.74,40301.92,8533.41,46361.48,21333.53,53.98
14,24,9005.73,468297.77,1241.92,10247.64,4328.04,13857.16,10820.09,21.92
14,25,14095.31,732956.13,1779.67,15874.99,5414.63,20219.14,13536.58,33.05
14,26,11998.5,623922.24,1665.21,13663.72,4995.69,17598.13,12489.22,29.03
14,27,2488.99,129427.49,308.03,2797.02,2275.32,5711.24,5688.31,0.4
14,28,1223.81,63638.26,168.77,1392.58,1595.47,4129.77,3988.68,3.42
14,29,9482.25,493076.89,1147.58,10629.83,4441.07,14452.81,11102.67,23.18
14,30,6691.44,347954.69,843.25,7534.69,3730.71,10964.3,9326.77,14.94
14,31,3346.29,174007.21,463.84,3810.13,2638.24,6782.87,6595.59,2.76
14,32,11752.89,611150.06,1704.82,13457.71,4944.29,17291.11,12360.72,28.51
14,33,9301.07,483655.85,1242.38,10543.46,4398.44,14226.34,10996.09,22.71
14,34,24446.4,1271212.85,3049.37,27495.77,7130.81,33158.0,17827.04,46.24
14,35,4017.61,208915.53,568.7,4586.31,2890.78,7622.01,7226.96,5.18
14,36,3310.08,172123.98,540.61,3850.69,2623.92,6737.6,6559.8,2.64
14,38,103463.19,5380085.78,13062.81,116526.0,14669.81,131928.99,36674.53,72.2
14,40,72273.45,3758219.24,10381.05,82654.5,12260.86,92941.81,30652.16,67.02
14,41,3825.39,198920.36,580.74,4406.14,2820.78,7381.74,7051.96,4.47
14,42,7874.25,409460.76,1021.37,8895.62,4047.03,12442.81,10117.57,18.69
14,44,5253.62,273188.31,695.15,5948.77,3305.68,9167.03,8264.2,9.85
14,45,1.94,100.94,0.64,2.58,63.54,2602.43,158.86,93.9
14,46,32313.5,1680302.25,3707.53,36021.03,8198.3,42991.88,20495.75,52.33
14,47,8.62,448.01,3.92,12.54,133.87,2610.77,334.67,87.18
14,49,11842.0,615784.21,1567.44,13409.44,4963.0,17402.51,12407.5,28.7
14,50,2184.19,113577.75,312.26,2496.44,2131.46,5330.23,5328.64,0.03
14,51,21.45,1115.33,3.92,25.37,211.22,2626.81,528.05,79.9
14,52,2353.42,122377.75,320.95,2674.36,2212.49,5541.77,5531.22,0.19
14,54,142.76,7423.62,24.24,167.0,544.93,2778.45,1362.32,50.97
14,55,13471.89,700538.51,1840.15,15312.04,5293.54,19439.87,13233.84,31.92
14,56,5277.32,274420.65,1100.2,6377.52,3313.13,9196.65,8282.82,9.94
14,58,7979.24,414920.5,1205.4,9184.64,4073.92,12574.05,10184.8,19.0
14,59,642.99,33435.57,90.97,733.96,1156.47,3403.74,2891.17,15.06
14,60,359.55,18696.46,56.16,415.71,864.79,3049.43,2161.97,29.1
14,67,13228.82,687898.46,1821.15,15049.96,5245.56,19136.02,13113.91,31.47
14,71,9671.38,502911.76,1151.85,10823.23,4485.14,14689.22,11212.85,23.67
14,72,87158.98,4532266.92,11457.64,98616.62,13464.42,111548.72,33661.06,69.82
14,74,25939.52,1348855.17,3268.51,29208.03,7345.35,35024.4,18363.38,47.57
14,77,76.38,3972.0,20.83,97.21,398.6,2695.48,996.49,63.03
14,78,0.42,21.89,0.11,0.53,29.59,2600.53,73.97,97.16
14,79,37764.45,1963751.18,4774.88,42539.33,8862.85,49805.56,22157.12,55.51
14,80,35602.8,1851345.38,4991.36,40594.15,8605.45,47103.49,21513.63,54.33
14,81,40304.29,2095823.0,5212.93,45517.21,9156.03,52980.36,22890.08,56.8
14,82,24516.29,1274847.2,3219.75,27736.04,7141.0,33245.37,17852.5,46.3
14,83,10909.74,567306.63,1423.11,12332.86,4763.64,16237.18,11909.1,26.66
14,85,2320.5,120665.81,298.26,2618.76,2196.96,5500.62,5492.4,0.15
14,87,17356.03,902513.4,2232.39,19588.42,6008.37,24295.03,15020.93,38.17
14,90,106709.87,5548913.38,13546.15,120256.03,14898.21,135987.34,37245.51,72.61
14,91,91140.11,4739285.77,13289.91,104430.02,13768.49,116525.14,34421.24,70.46
14,92,182152.54,9471932.24,22140.73,204293.27,19464.77,230290.68,48661.93,78.87
14,93,61963.98,3222126.95,8309.15,70273.13,11352.76,80054.97,28381.89,64.55
14,94,64541.17,3356140.61,8381.62,72922.79,11586.44,83276.46,28966.1,65.22
14,95,144227.79,7499845.18,18963.94,163191.73,17320.33,182884.74,43300.82,76.32
14,96,2.08,108.17,0.26,2.34,65.78,2602.6,164.45,93.68
14,97,25602.75,1331343.16,3387.51,28990.26,7297.52,34603.44,18243.79,47.28
14,98,17610.35,915738.4,2326.13,19936.49,6052.23,24612.94,15130.58,38.53
14,99,91.9,4778.63,43.25,135.15,437.2,2714.87,1093.0,59.74
15,1,12257.89,637410.37,1735.84,13993.73,5049.4,17922.36,12623.49,29.57
15,2,26166.54,1360660.27,3473.77,29640.32,7377.43,35308.18,18443.56,47.76
15,3,8917.93,463732.28,1195.08,10113.0,4306.89,13747.41,10767.22,21.68
15,4,13082.17,680272.97,1575.14,14657.31,5216.41,18952.72,13041.02,31.19
